panel_id,interviews_observed,n_interviews_observed,n_interview_records,first_interview_month_index,last_interview_month_index,has_complete_interviews_1_4,interviews_exactly_three_months_apart,n_distinct_expected_reference_months,n_distinct_mtbi_reference_months,has_complete_12_month_mtbi_panel
0407145,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407148,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407149,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407150,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407152,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407153,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407160,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407164,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407165,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407168,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407173,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407177,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407180,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407186,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407191,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407195,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407200,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407202,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407207,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407214,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407220,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407222,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407225,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407237,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407239,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407241,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407244,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407245,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407252,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407258,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407260,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407261,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407274,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407276,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407277,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407278,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407282,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407284,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407291,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407293,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407297,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407300,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407301,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407304,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407312,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407318,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407319,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407327,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407331,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407334,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407336,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407341,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407342,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407344,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407345,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407346,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407366,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407370,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407379,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407382,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407385,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407387,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407392,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407395,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407396,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407407,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407422,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407423,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407428,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407432,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407436,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407437,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407439,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407443,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407452,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407454,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407456,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407459,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407461,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407462,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407466,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407472,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407476,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407479,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407480,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407488,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407494,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407506,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407508,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407510,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407513,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407514,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407515,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407530,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407537,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407538,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407544,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407547,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407549,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407552,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407553,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407555,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407556,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407559,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407571,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407575,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407583,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407592,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407594,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407599,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407601,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407604,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407607,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407610,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407613,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407614,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407619,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407621,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407622,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407626,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407635,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407637,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407644,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407645,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407647,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407650,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407651,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407653,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407663,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407666,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407669,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407671,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407672,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407677,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407683,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407686,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407692,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407696,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407701,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407702,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407705,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407711,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407714,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407716,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407724,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407727,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407736,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407737,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407739,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407741,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407746,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407748,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407752,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407754,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407755,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407756,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407759,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407761,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407763,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407764,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407767,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407776,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407780,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407788,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407790,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407798,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407806,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407807,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407810,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407825,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407833,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407835,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407841,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407842,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407843,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407845,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407852,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407855,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407856,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407857,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407858,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407860,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407861,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407862,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407863,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407870,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407875,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407878,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407879,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407884,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407885,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407891,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407897,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407899,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407904,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407905,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407907,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407911,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407916,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407917,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407918,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407925,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407926,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407927,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407932,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407933,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407937,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407943,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407947,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407955,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407957,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407959,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407964,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407967,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407971,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407973,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407974,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407988,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407991,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407993,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0407996,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0408004,1234,4,4,24229,24238,TRUE,TRUE,12,12,TRUE
0409053,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409054,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409056,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409057,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409060,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409065,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409067,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409073,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409078,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409079,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409080,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409081,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409088,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409090,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409091,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409093,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409095,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409100,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409102,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409103,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409104,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409106,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409120,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409124,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409128,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409130,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409132,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409134,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409142,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409150,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409153,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409154,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409155,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409157,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409162,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409165,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409168,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409171,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409177,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409183,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409189,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409192,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409195,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409199,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409200,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409202,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409204,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409211,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409216,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409224,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409226,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409229,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409235,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409238,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409241,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409242,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409243,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409248,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409255,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409258,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409259,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409263,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409283,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409286,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409291,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409293,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409297,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409300,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409305,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409306,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409307,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409308,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409310,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409313,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409318,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409320,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409321,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409322,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409325,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409326,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409328,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409329,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409332,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409334,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409342,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409345,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409354,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409355,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409360,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409363,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409366,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409374,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409375,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409377,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409381,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409387,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409392,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409395,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
0409399,1234,4,4,24230,24239,TRUE,TRUE,12,12,TRUE
