case_id,implicate,pass_age_25_64,pass_income_floor_implicate,pass_complete_income_candidate,pass_valid_core_data,keep_age_only,keep_after_income_floor,keep_after_income_complete,keep_final
19,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
19,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
19,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
21,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
21,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
21,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
21,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
21,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
22,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
22,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
22,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
22,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
23,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
23,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
23,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
23,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
23,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
24,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
24,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
24,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
24,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
24,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
26,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
27,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
27,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
28,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
29,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
30,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
30,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
31,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
31,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
31,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
31,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
31,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
32,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
33,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
34,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
34,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
34,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
34,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
34,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
35,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
36,5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
38,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
40,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
42,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
42,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
42,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
42,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
42,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
43,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
44,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
44,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
44,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
44,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
44,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
45,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
46,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
46,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
46,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
46,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
47,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
47,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
48,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
50,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
50,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
51,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
51,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
52,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
53,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
53,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
53,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
53,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
53,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
54,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
54,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
54,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
54,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
54,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
55,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
55,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
55,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
55,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
55,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
56,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
56,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
56,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
56,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
56,5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
57,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
57,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
58,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
62,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
62,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
62,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
62,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
62,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
63,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
63,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
63,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
63,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
63,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
64,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
64,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
64,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
64,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
