NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SCHMLWKQ,SCHM_WKQ,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SCHLMLPD,SCHL_LPD,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SCHLMLX,SCHLMLX_,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,TRAN_MTX,TRAN_AYX,TRANPD_,TRANPD,TRANDAYX,TRANAMTX,VETERAN,VETERAN_,SCHLMLRX,SCHL_LRX,TAX_UNIT,TU_CODE,TU_DPNDT
04238441,73,D,,A,,A,,A,,A,1,1,D,4,D,4,D,2,D,,A,,C,3,D,30,D,2,D,,A,1,D,44,D,,A,2601,D,3,2,D,1,03,D,1,D,,A,,A,,C,,C,,A,1,0,D,36000,D,12,D,,A,,A,06,D,34000,D,5,D,1500,D,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2475.6,D,2797,2377,2378,2429,2397,1456.0,D,1568,1463,1414,1357,1478,301,32360.4,D,36559,31065,31087,31756,31335,301,0.0,D,0,0,0,0,0,17472.0,D,18816,17556,16968,16284,17736,,A,,,,,,100,2,D,,A,1,1,1,1,1,100,,A,1,D,1,D,,A,,A,1,D,D,D,A,1,A,A,A,,,,1,D,,A,1,1,
04238474,27,D,,A,,A,,A,2,D,1,1,D,1,D,4,D,2,D,,A,400,D,3,D,40,D,,A,,A,1,D,50,D,,A,1377,D,2,,A,1,10,D,1,D,,A,,A,,A,18000,D,,A,1,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1377.0,D,1377,1377,1377,1377,1377,,A,,,,,,100,18000.0,D,18000,18000,18000,18000,18000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,
04238474,24,D,,A,,A,,A,2,D,0,2,D,,A,4,D,,A,,A,,A,3,D,,A,,A,6,D,,A,0,D,,A,,A,5,,A,2,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,2,1,2
04238491,59,D,,A,,A,,A,2,D,1,1,D,3,D,7,D,2,D,,A,5800,D,3,D,70,D,,A,,A,3,D,28,D,,A,6732,D,3,,A,1,03,D,3,D,,A,,A,,A,88000,D,,A,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,6732.0,D,6732,6732,6732,6732,6732,,A,,,,,,100,88000.0,D,88000,88000,88000,88000,88000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,
04238501,71,D,,A,,A,,A,,A,1,2,D,,A,4,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,750,D,,A,,A,1,,A,10626,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,750.0,D,750,750,750,750,750,100,,A,,,,,,100,,A,,,,,,10626.0,D,10626,10626,10626,10626,10626,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04238501,69,D,,A,,A,,A,,A,2,2,D,,A,4,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,271,D,,A,,A,2,,A,4878,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,271.0,D,271,271,271,271,271,100,,A,,,,,,100,,A,,,,,,4878.0,D,4878,4878,4878,4878,4878,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04238521,69,D,,A,,A,,A,,A,1,2,D,,A,7,D,,A,,A,,A,3,D,,A,1,D,4,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,,C,,A,,A,1,,A,42426,D,12,D,,A,,A,,A,,A,6,D,1700,D,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2200.6,D,2444,2460,1954,2289,1856,301,,A,,,,,,100,,A,,,,,,28033.0,D,30954,31146,25074,29094,23898,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
04238521,69,D,,A,,B,,A,,A,2,1,D,3,D,7,D,2,D,,A,2500,D,3,D,35,D,1,D,,A,4,D,26,D,,A,4208,D,1,2,D,2,02,D,2,D,,C,,A,,C,,C,,A,2,0,D,21762,D,12,D,,A,1,D,08,D,55000,D,3,D,839,D,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,4558.2,D,4548,4743,4807,4823,3870,777.4,D,758,794,825,763,747,301,59585.4,D,59447,62004,62841,63051,50584,301,0.0,D,0,0,0,0,0,10955.0,D,10722,11154,11526,10782,10590,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,
04238541,34,D,,A,,A,,A,2,D,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,,A,4,D,,A,0,D,,A,,A,5,,A,1,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,1,D,,A,1,3,1
04238541,23,D,,A,,A,,A,2,D,6,1,D,1,D,4,D,2,D,,A,962,D,2,D,40,D,,A,,A,1,D,50,D,,A,1683,D,5,2,D,2,05,D,2,D,,A,,A,,A,22000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,1683.0,D,1683,1683,1683,1683,1683,,A,,,,,,100,22000.0,D,22000,22000,22000,22000,22000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,3,3,1
04238541,58,D,,A,,A,,A,2,D,7,1,D,1,D,8,D,,C,,A,,C,3,D,40,D,,A,,A,3,D,52,D,,A,0,D,3,,A,3,03,D,,C,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,C,,C,,B,,A,,A,,A,,A,2,,A,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,4500.6,D,5519,4682,4079,4100,4123,,A,,,,,,100,58832.2,D,72147,61202,53325,53595,53892,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,
04238551,60,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,,A,,A,,A,3,D,50,D,,A,,A,5,D,52,D,,A,3519,D,3,,A,1,09,D,,A,,A,,A,,A,,A,,A,2,3519,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3519.0,D,3519,3519,3519,3519,3519,,A,,,,,,100,,A,,,,,,100,3519.0,D,3519,3519,3519,3519,3519,,A,,,,,,,A,,,,,,100,,A,,A,23000,23000,23000,23000,23000,100,,A,23000,D,23000,D,,A,,A,2,D,D,D,D,2,A,A,A,,,,2,D,,A,1,1,1
04238561,68,D,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,848,D,,A,,A,2,,A,11802,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,848.0,D,848,848,848,848,848,100,,A,,,,,,100,,A,,,,,,11802.0,D,11802,11802,11802,11802,11802,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
04238561,26,D,,A,,A,,A,2,D,4,2,D,,A,5,D,,A,,A,,A,3,D,,A,,A,6,D,,A,0,D,,A,,A,5,,A,2,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04238561,21,D,,A,,A,,A,2,D,4,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,6,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04238571,68,D,,A,,A,,A,,A,1,1,D,4,D,8,D,2,D,,A,1100,D,3,D,22,D,1,D,,A,4,D,18,D,,A,536,D,1,2,D,1,02,D,2,D,,A,,A,900,D,7000,D,,A,2,0,D,12426,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,536.0,D,536,536,536,536,536,900.0,D,900,900,900,900,900,100,7000.0,D,7000,7000,7000,7000,7000,100,0.0,D,0,0,0,0,0,12426.0,D,12426,12426,12426,12426,12426,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
04238571,70,D,,A,,A,,A,,A,2,1,D,4,D,7,D,2,D,,A,,C,3,D,9,D,1,D,,A,5,D,12,D,,A,689,D,1,,A,2,03,D,7,D,,A,,A,1850,D,3000,D,,A,1,459,D,23826,D,12,D,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,689.0,D,689,689,689,689,689,1850.0,D,1850,1850,1850,1850,1850,100,3000.0,D,3000,3000,3000,3000,3000,100,459.0,D,459,459,459,459,459,23826.0,D,23826,23826,23826,23826,23826,,A,,,,,,100,2,D,,A,3000,3000,3000,3000,3000,100,,A,3000,D,3000,D,,A,,A,1,D,D,D,D,2,A,A,A,,,,2,D,,A,1,3,1
04238571,40,D,,A,,A,,A,2,D,3,1,D,3,D,5,D,2,D,,A,560,D,3,D,40,D,,A,,A,1,D,8,D,,A,153,D,5,2,D,3,12,D,1,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,01,D,2000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,149.6,D,122,127,367,44,88,,A,,,,,,100,1958.6,D,1594,1666,4800,579,1154,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
04238581,50,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,,A,,A,,A,3,D,52,D,,A,,A,5,D,52,D,,A,0,D,1,,A,1,10,D,,A,,A,,A,,A,,A,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,14113.1,T,14113,14113,14113,14113,14113,,A,,,,,,100,,A,,,,,,100,19609.4,T,19609,19609,19609,19609,19609,,A,,,,,,,A,,,,,,100,,A,,A,207317,207317,207317,207317,207317,201,,A,,B,207317,T,,B,,B,2,D,D,D,A,2,A,A,A,,,,2,D,,A,1,1,
04238581,50,D,,B,,B,,B,2,D,2,1,D,1,D,7,D,,B,,B,,B,3,D,40,D,,A,,A,1,D,52,D,,A,0,D,1,,A,2,10,D,,B,,B,,B,,A,,B,,A,2,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,8010.6,D,8510,5702,10699,3832,11310,,A,,,,,,100,262312.6,T,262313,262313,262313,262313,262313,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,
04238591,88,T,,A,,A,,A,,A,1,2,D,,A,8,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,1300,D,,A,,A,2,,A,17226,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1300.0,D,1300,1300,1300,1300,1300,100,,A,,,,,,100,,A,,,,,,17226.0,D,17226,17226,17226,17226,17226,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,A,,A,A,A,,,,2,D,,A,1,1,
04238601,50,D,,A,,A,,A,2,D,1,1,D,3,D,7,D,2,D,,A,1500,D,3,D,35,D,,A,,A,3,D,40,D,,A,2678,D,2,,A,1,10,D,2,D,,A,,A,,A,35000,D,,A,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2678.0,D,2678,2678,2678,2678,2678,,A,,,,,,100,35000.0,D,35000,35000,35000,35000,35000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,
04238611,42,D,,A,,A,,A,2,D,1,1,D,1,D,5,D,1,D,,A,1800,D,3,D,40,D,,A,,A,3,D,52,D,,A,3290,D,1,2,D,1,10,D,2,D,,A,,A,,A,43000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3290.0,D,3290,3290,3290,3290,3290,,A,,,,,,100,43000.0,D,43000,43000,43000,43000,43000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,
04238611,49,D,,A,,A,,A,2,D,2,1,D,1,D,4,D,2,D,,A,740,D,3,D,40,D,,A,,A,1,D,52,D,,A,2946,D,1,2,D,2,12,D,1,D,,A,,A,,A,38512,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2946.0,D,2946,2946,2946,2946,2946,,A,,,,,,100,38512.0,D,38512,38512,38512,38512,38512,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,
